[warn] --hard_sparse_forward enables sparse-z-as-x mode. This is NOT pure ELSA and is known to be worse at 80%+ sparsity. Consider dropping the flag.
====================================================================================================
Windowed ELSA / ELSA-L ADMM Sparsification
====================================================================================================
Model id             : mistralai/Mistral-7B-Instruct-v0.3
  [89/224] model.layers.12.mlp.gate_proj: D_mean=4.162744e-07 used_fisher=True N=58,720,256
  [90/224] model.layers.12.mlp.up_proj: D_mean=3.993962e-07 used_fisher=True N=58,720,256
  [91/224] model.layers.12.mlp.down_proj: D_mean=1.080850e-07 used_fisher=True N=58,720,256
  [92/224] model.layers.13.self_attn.q_proj: D_mean=5.881901e-08 used_fisher=True N=16,777,216
  [93/224] model.layers.13.self_attn.k_proj: D_mean=4.999208e-08 used_fisher=True N=4,194,304
  [94/224] model.layers.13.self_attn.v_proj: D_mean=1.486487e-08 used_fisher=True N=4,194,304
  [95/224] model.layers.13.self_attn.o_proj: D_mean=1.168570e-07 used_fisher=True N=16,777,216
  [96/224] model.layers.13.mlp.gate_proj: D_mean=4.307101e-07 used_fisher=True N=58,720,256
  [97/224] model.layers.13.mlp.up_proj: D_mean=3.944595e-07 used_fisher=True N=58,720,256
  [98/224] model.layers.13.mlp.down_proj: D_mean=1.835810e-07 used_fisher=True N=58,720,256
  [99/224] model.layers.14.self_attn.q_proj: D_mean=7.356533e-08 used_fisher=True N=16,777,216
  [100/224] model.layers.14.self_attn.k_proj: D_mean=4.476050e-08 used_fisher=True N=4,194,304
  [101/224] model.layers.14.self_attn.v_proj: D_mean=1.184166e-08 used_fisher=True N=4,194,304
  [102/224] model.layers.14.self_attn.o_proj: D_mean=4.434916e-08 used_fisher=True N=16,777,216
  [103/224] model.layers.14.mlp.gate_proj: D_mean=2.835204e-07 used_fisher=True N=58,720,256
  [104/224] model.layers.14.mlp.up_proj: D_mean=3.182348e-07 used_fisher=True N=58,720,256
  [105/224] model.layers.14.mlp.down_proj: D_mean=8.541471e-08 used_fisher=True N=58,720,256
  [106/224] model.layers.15.self_attn.q_proj: D_mean=6.896997e-08 used_fisher=True N=16,777,216
  [107/224] model.layers.15.self_attn.k_proj: D_mean=4.836466e-08 used_fisher=True N=4,194,304
  [108/224] model.layers.15.self_attn.v_proj: D_mean=1.369639e-08 used_fisher=True N=4,194,304
  [109/224] model.layers.15.self_attn.o_proj: D_mean=9.576595e-08 used_fisher=True N=16,777,216
  [110/224] model.layers.15.mlp.gate_proj: D_mean=4.164024e-07 used_fisher=True N=58,720,256
  [111/224] model.layers.15.mlp.up_proj: D_mean=2.531455e-07 used_fisher=True N=58,720,256
  [112/224] model.layers.15.mlp.down_proj: D_mean=9.550117e-08 used_fisher=True N=58,720,256
  [113/224] model.layers.16.self_attn.q_proj: D_mean=9.672419e-08 used_fisher=True N=16,777,216
  [114/224] model.layers.16.self_attn.k_proj: D_mean=6.680722e-08 used_fisher=True N=4,194,304
  [115/224] model.layers.16.self_attn.v_proj: D_mean=1.241656e-08 used_fisher=True N=4,194,304
  [116/224] model.layers.16.self_attn.o_proj: D_mean=4.964804e-08 used_fisher=True N=16,777,216
  [117/224] model.layers.16.mlp.gate_proj: D_mean=3.231441e-07 used_fisher=True N=58,720,256
  [118/224] model.layers.16.mlp.up_proj: D_mean=1.789106e-07 used_fisher=True N=58,720,256
  [119/224] model.layers.16.mlp.down_proj: D_mean=9.928921e-08 used_fisher=True N=58,720,256
  [120/224] model.layers.17.self_attn.q_proj: D_mean=7.555002e-08 used_fisher=True N=16,777,216
  [121/224] model.layers.17.self_attn.k_proj: D_mean=4.223978e-08 used_fisher=True N=4,194,304
  [122/224] model.layers.17.self_attn.v_proj: D_mean=1.448875e-08 used_fisher=True N=4,194,304
  [123/224] model.layers.17.self_attn.o_proj: D_mean=7.810186e-08 used_fisher=True N=16,777,216
  [124/224] model.layers.17.mlp.gate_proj: D_mean=2.794448e-07 used_fisher=True N=58,720,256
  [125/224] model.layers.17.mlp.up_proj: D_mean=1.905187e-07 used_fisher=True N=58,720,256
  [126/224] model.layers.17.mlp.down_proj: D_mean=5.718505e-08 used_fisher=True N=58,720,256
  [127/224] model.layers.18.self_attn.q_proj: D_mean=1.464090e-07 used_fisher=True N=16,777,216
  [128/224] model.layers.18.self_attn.k_proj: D_mean=5.273506e-08 used_fisher=True N=4,194,304
  [129/224] model.layers.18.self_attn.v_proj: D_mean=1.161922e-08 used_fisher=True N=4,194,304
  [130/224] model.layers.18.self_attn.o_proj: D_mean=4.747946e-08 used_fisher=True N=16,777,216
  [131/224] model.layers.18.mlp.gate_proj: D_mean=1.993450e-07 used_fisher=True N=58,720,256
  [132/224] model.layers.18.mlp.up_proj: D_mean=9.179806e-08 used_fisher=True N=58,720,256
  [133/224] model.layers.18.mlp.down_proj: D_mean=6.660822e-08 used_fisher=True N=58,720,256
  [134/224] model.layers.19.self_attn.q_proj: D_mean=1.004148e-07 used_fisher=True N=16,777,216
  [135/224] model.layers.19.self_attn.k_proj: D_mean=5.212940e-08 used_fisher=True N=4,194,304
  [136/224] model.layers.19.self_attn.v_proj: D_mean=1.334257e-08 used_fisher=True N=4,194,304
  [137/224] model.layers.19.self_attn.o_proj: D_mean=1.597576e-07 used_fisher=True N=16,777,216
  [138/224] model.layers.19.mlp.gate_proj: D_mean=2.537188e-07 used_fisher=True N=58,720,256
  [139/224] model.layers.19.mlp.up_proj: D_mean=1.565161e-07 used_fisher=True N=58,720,256
  [140/224] model.layers.19.mlp.down_proj: D_mean=4.070687e-08 used_fisher=True N=58,720,256
  [141/224] model.layers.20.self_attn.q_proj: D_mean=2.042071e-07 used_fisher=True N=16,777,216
  [142/224] model.layers.20.self_attn.k_proj: D_mean=7.905499e-08 used_fisher=True N=4,194,304
  [143/224] model.layers.20.self_attn.v_proj: D_mean=1.215298e-08 used_fisher=True N=4,194,304
  [144/224] model.layers.20.self_attn.o_proj: D_mean=5.829278e-08 used_fisher=True N=16,777,216
  [145/224] model.layers.20.mlp.gate_proj: D_mean=7.830376e-08 used_fisher=True N=58,720,256
  [146/224] model.layers.20.mlp.up_proj: D_mean=8.012583e-08 used_fisher=True N=58,720,256
  [147/224] model.layers.20.mlp.down_proj: D_mean=5.489255e-08 used_fisher=True N=58,720,256
  [148/224] model.layers.21.self_attn.q_proj: D_mean=1.131019e-07 used_fisher=True N=16,777,216
  [149/224] model.layers.21.self_attn.k_proj: D_mean=6.569622e-08 used_fisher=True N=4,194,304
  [150/224] model.layers.21.self_attn.v_proj: D_mean=1.266244e-08 used_fisher=True N=4,194,304
  [151/224] model.layers.21.self_attn.o_proj: D_mean=1.611008e-07 used_fisher=True N=16,777,216
  [152/224] model.layers.21.mlp.gate_proj: D_mean=9.619303e-08 used_fisher=True N=58,720,256
  [153/224] model.layers.21.mlp.up_proj: D_mean=8.499179e-08 used_fisher=True N=58,720,256
  [154/224] model.layers.21.mlp.down_proj: D_mean=4.224936e-08 used_fisher=True N=58,720,256
  [155/224] model.layers.22.self_attn.q_proj: D_mean=1.362639e-07 used_fisher=True N=16,777,216
  [156/224] model.layers.22.self_attn.k_proj: D_mean=6.225179e-08 used_fisher=True N=4,194,304
  [157/224] model.layers.22.self_attn.v_proj: D_mean=1.106010e-08 used_fisher=True N=4,194,304
  [158/224] model.layers.22.self_attn.o_proj: D_mean=7.039276e-08 used_fisher=True N=16,777,216
  [159/224] model.layers.22.mlp.gate_proj: D_mean=6.651167e-08 used_fisher=True N=58,720,256
  [160/224] model.layers.22.mlp.up_proj: D_mean=7.512637e-08 used_fisher=True N=58,720,256
  [161/224] model.layers.22.mlp.down_proj: D_mean=6.873652e-08 used_fisher=True N=58,720,256
  [162/224] model.layers.23.self_attn.q_proj: D_mean=1.795200e-07 used_fisher=True N=16,777,216
  [163/224] model.layers.23.self_attn.k_proj: D_mean=7.107815e-08 used_fisher=True N=4,194,304
  [164/224] model.layers.23.self_attn.v_proj: D_mean=1.138972e-08 used_fisher=True N=4,194,304
  [165/224] model.layers.23.self_attn.o_proj: D_mean=1.875082e-07 used_fisher=True N=16,777,216
  [166/224] model.layers.23.mlp.gate_proj: D_mean=8.020428e-08 used_fisher=True N=58,720,256
  [167/224] model.layers.23.mlp.up_proj: D_mean=1.048852e-07 used_fisher=True N=58,720,256
  [168/224] model.layers.23.mlp.down_proj: D_mean=3.497113e-08 used_fisher=True N=58,720,256
  [169/224] model.layers.24.self_attn.q_proj: D_mean=1.582256e-07 used_fisher=True N=16,777,216
  [170/224] model.layers.24.self_attn.k_proj: D_mean=5.257931e-08 used_fisher=True N=4,194,304
  [171/224] model.layers.24.self_attn.v_proj: D_mean=1.051653e-08 used_fisher=True N=4,194,304
  [172/224] model.layers.24.self_attn.o_proj: D_mean=1.066010e-07 used_fisher=True N=16,777,216
  [173/224] model.layers.24.mlp.gate_proj: D_mean=7.651871e-08 used_fisher=True N=58,720,256
  [174/224] model.layers.24.mlp.up_proj: D_mean=5.670172e-08 used_fisher=True N=58,720,256
  [175/224] model.layers.24.mlp.down_proj: D_mean=6.500597e-08 used_fisher=True N=58,720,256
  [176/224] model.layers.25.self_attn.q_proj: D_mean=1.395094e-07 used_fisher=True N=16,777,216
  [177/224] model.layers.25.self_attn.k_proj: D_mean=5.826508e-08 used_fisher=True N=4,194,304
  [178/224] model.layers.25.self_attn.v_proj: D_mean=1.032312e-08 used_fisher=True N=4,194,304
  [179/224] model.layers.25.self_attn.o_proj: D_mean=1.023352e-07 used_fisher=True N=16,777,216
  [180/224] model.layers.25.mlp.gate_proj: D_mean=7.404310e-08 used_fisher=True N=58,720,256
  [181/224] model.layers.25.mlp.up_proj: D_mean=5.455255e-08 used_fisher=True N=58,720,256
  [182/224] model.layers.25.mlp.down_proj: D_mean=3.203801e-08 used_fisher=True N=58,720,256
  [183/224] model.layers.26.self_attn.q_proj: D_mean=1.854042e-07 used_fisher=True N=16,777,216
  [184/224] model.layers.26.self_attn.k_proj: D_mean=5.507559e-08 used_fisher=True N=4,194,304
  [185/224] model.layers.26.self_attn.v_proj: D_mean=1.163350e-08 used_fisher=True N=4,194,304
  [186/224] model.layers.26.self_attn.o_proj: D_mean=8.169749e-08 used_fisher=True N=16,777,216
  [187/224] model.layers.26.mlp.gate_proj: D_mean=6.051843e-08 used_fisher=True N=58,720,256
  [188/224] model.layers.26.mlp.up_proj: D_mean=6.176111e-08 used_fisher=True N=58,720,256
  [189/224] model.layers.26.mlp.down_proj: D_mean=4.214745e-08 used_fisher=True N=58,720,256
  [190/224] model.layers.27.self_attn.q_proj: D_mean=1.155209e-07 used_fisher=True N=16,777,216
  [191/224] model.layers.27.self_attn.k_proj: D_mean=5.337043e-08 used_fisher=True N=4,194,304
  [192/224] model.layers.27.self_attn.v_proj: D_mean=1.113421e-08 used_fisher=True N=4,194,304
  [193/224] model.layers.27.self_attn.o_proj: D_mean=9.269485e-08 used_fisher=True N=16,777,216
  [194/224] model.layers.27.mlp.gate_proj: D_mean=5.836439e-08 used_fisher=True N=58,720,256
  [195/224] model.layers.27.mlp.up_proj: D_mean=3.282090e-08 used_fisher=True N=58,720,256
  [196/224] model.layers.27.mlp.down_proj: D_mean=2.584938e-08 used_fisher=True N=58,720,256
  [197/224] model.layers.28.self_attn.q_proj: D_mean=1.129902e-07 used_fisher=True N=16,777,216
  [198/224] model.layers.28.self_attn.k_proj: D_mean=4.231055e-08 used_fisher=True N=4,194,304
  [199/224] model.layers.28.self_attn.v_proj: D_mean=1.189051e-08 used_fisher=True N=4,194,304
  [200/224] model.layers.28.self_attn.o_proj: D_mean=8.298443e-08 used_fisher=True N=16,777,216
  [201/224] model.layers.28.mlp.gate_proj: D_mean=4.359947e-08 used_fisher=True N=58,720,256
  [202/224] model.layers.28.mlp.up_proj: D_mean=3.501425e-08 used_fisher=True N=58,720,256
  [203/224] model.layers.28.mlp.down_proj: D_mean=2.889424e-08 used_fisher=True N=58,720,256
  [204/224] model.layers.29.self_attn.q_proj: D_mean=1.274793e-07 used_fisher=True N=16,777,216
  [205/224] model.layers.29.self_attn.k_proj: D_mean=5.107609e-08 used_fisher=True N=4,194,304
  [206/224] model.layers.29.self_attn.v_proj: D_mean=1.261782e-08 used_fisher=True N=4,194,304
  [207/224] model.layers.29.self_attn.o_proj: D_mean=8.244854e-08 used_fisher=True N=16,777,216
  [208/224] model.layers.29.mlp.gate_proj: D_mean=2.882643e-08 used_fisher=True N=58,720,256
  [209/224] model.layers.29.mlp.up_proj: D_mean=2.241458e-08 used_fisher=True N=58,720,256
  [210/224] model.layers.29.mlp.down_proj: D_mean=2.313024e-08 used_fisher=True N=58,720,256
  [211/224] model.layers.30.self_attn.q_proj: D_mean=2.005370e-07 used_fisher=True N=16,777,216
  [212/224] model.layers.30.self_attn.k_proj: D_mean=5.272156e-08 used_fisher=True N=4,194,304
  [213/224] model.layers.30.self_attn.v_proj: D_mean=1.421995e-08 used_fisher=True N=4,194,304
  [214/224] model.layers.30.self_attn.o_proj: D_mean=2.715984e-07 used_fisher=True N=16,777,216
  [215/224] model.layers.30.mlp.gate_proj: D_mean=4.710517e-08 used_fisher=True N=58,720,256
  [216/224] model.layers.30.mlp.up_proj: D_mean=3.123026e-08 used_fisher=True N=58,720,256
  [217/224] model.layers.30.mlp.down_proj: D_mean=6.003558e-08 used_fisher=True N=58,720,256
  [218/224] model.layers.31.self_attn.q_proj: D_mean=2.808946e-07 used_fisher=True N=16,777,216
  [219/224] model.layers.31.self_attn.k_proj: D_mean=5.162548e-08 used_fisher=True N=4,194,304
  [220/224] model.layers.31.self_attn.v_proj: D_mean=1.180496e-08 used_fisher=True N=4,194,304
  [221/224] model.layers.31.self_attn.o_proj: D_mean=2.080174e-07 used_fisher=True N=16,777,216
  [222/224] model.layers.31.mlp.gate_proj: D_mean=3.580348e-08 used_fisher=True N=58,720,256
  [223/224] model.layers.31.mlp.up_proj: D_mean=2.975477e-08 used_fisher=True N=58,720,256
  [224/224] model.layers.31.mlp.down_proj: D_mean=1.310062e-08 used_fisher=True N=58,720,256

Dynamic ELSA/Fisher sparsity allocation
  layers=224 weighted_global_sparsity≈80.0000%
  most protected / lowest sparsity:
     72.00%  model.layers.0.mlp.gate_proj  N=58,720,256
     72.00%  model.layers.0.mlp.up_proj  N=58,720,256
     72.00%  model.layers.1.self_attn.o_proj  N=16,777,216
     72.00%  model.layers.1.mlp.gate_proj  N=58,720,256
     72.00%  model.layers.1.mlp.up_proj  N=58,720,256
     72.00%  model.layers.2.mlp.gate_proj  N=58,720,256
     72.00%  model.layers.2.mlp.up_proj  N=58,720,256
     72.00%  model.layers.2.mlp.down_proj  N=58,720,256
     72.00%  model.layers.3.self_attn.o_proj  N=16,777,216
     72.00%  model.layers.3.mlp.gate_proj  N=58,720,256
     72.00%  model.layers.3.mlp.up_proj  N=58,720,256
     72.00%  model.layers.3.mlp.down_proj  N=58,720,256
  most pruned / highest sparsity:
     87.00%  model.layers.0.self_attn.v_proj  N=4,194,304
     87.00%  model.layers.0.mlp.down_proj  N=58,720,256
     87.00%  model.layers.1.self_attn.v_proj  N=4,194,304
     87.00%  model.layers.1.mlp.down_proj  N=58,720,256
     87.00%  model.layers.2.self_attn.q_proj  N=16,777,216
     87.00%  model.layers.2.self_attn.k_proj  N=4,194,304
     87.00%  model.layers.2.self_attn.v_proj  N=4,194,304
     87.00%  model.layers.3.self_attn.k_proj  N=4,194,304
     87.00%  model.layers.3.self_attn.v_proj  N=4,194,304
     87.00%  model.layers.4.self_attn.k_proj  N=4,194,304
     87.00%  model.layers.4.self_attn.v_proj  N=4,194,304
     87.00%  model.layers.5.self_attn.k_proj  N=4,194,304
Dynamic profile computed in 6m41s.

====================================================================================================
ADMM PASS 3/4  target_sparsity=80.00%
====================================================================================================

----------------------------------------------------------------------------------------------------
WINDOW 1/16 | active layers=14
  active: model.layers.0.self_attn.q_proj
  active: model.layers.0.self_attn.k_proj
  active: model.layers.0.self_attn.v_proj
  active: model.layers.0.self_attn.o_proj
  active: model.layers.0.mlp.gate_proj
  active: model.layers.0.mlp.up_proj
  active: model.layers.0.mlp.down_proj
  active: model.layers.1.self_attn.q_proj
  active: model.layers.1.self_attn.k_proj
  active: model.layers.1.self_attn.v_proj
  active: model.layers.1.self_attn.o_proj
  active: model.layers.1.mlp.gate_proj
  active: model.layers.1.mlp.up_proj
  active: model.layers.1.mlp.down_proj
CUDA before window: alloc=13.52GB reserved=13.54GB max=30.56GB
  restored x states: x=0 z_fallback=14 missing=0
  restored Adam/Fisher states: m=14 v=14 steps=14 start_step=256
CUDA after optimizer/state load: alloc=20.02GB reserved=20.10GB max=30.56GB
step=004096 pass=3/4 win=1/16 local=1/128 lm=2.60775 ppl~13.57 kd=0.8517 pen=4.84674e-03 lambda=5.000e-05 lr=3.850e-05 gnorm=7.000e-01 admm_rms=6.667e-04 upd_rms=2.390e-01 time=2.49s cuda=[alloc=20.02GB reserved=41.87GB max=30.56GB]
step=004097 pass=3/4 win=1/16 local=2/128 lm=2.49169 ppl~12.08 kd=0.9119 pen=4.85718e-03 lambda=5.000e-05 lr=3.849e-05 gnorm=7.000e-01 admm_rms=6.674e-04 upd_rms=2.378e-01 time=3.47s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004098 pass=3/4 win=1/16 local=3/128 lm=2.48693 ppl~12.02 kd=0.8415 pen=4.86807e-03 lambda=5.000e-05 lr=3.848e-05 gnorm=7.000e-01 admm_rms=6.681e-04 upd_rms=2.366e-01 time=2.52s cuda=[alloc=20.02GB reserved=42.73GB max=30.56GB]
step=004099 pass=3/4 win=1/16 local=4/128 lm=2.74382 ppl~15.55 kd=0.8194 pen=4.87926e-03 lambda=5.000e-05 lr=3.847e-05 gnorm=7.000e-01 admm_rms=6.689e-04 upd_rms=2.355e-01 time=3.52s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004100 pass=3/4 win=1/16 local=5/128 lm=3.02709 ppl~20.64 kd=0.8956 pen=4.89002e-03 lambda=5.000e-05 lr=3.847e-05 gnorm=7.000e-01 admm_rms=6.696e-04 upd_rms=2.344e-01 time=2.53s cuda=[alloc=20.02GB reserved=42.73GB max=30.56GB]
step=004101 pass=3/4 win=1/16 local=6/128 lm=2.59124 ppl~13.35 kd=0.7304 pen=4.90105e-03 lambda=5.000e-05 lr=3.846e-05 gnorm=7.000e-01 admm_rms=6.704e-04 upd_rms=2.333e-01 time=3.53s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004102 pass=3/4 win=1/16 local=7/128 lm=2.81760 ppl~16.74 kd=0.8916 pen=4.91230e-03 lambda=5.000e-05 lr=3.845e-05 gnorm=7.000e-01 admm_rms=6.712e-04 upd_rms=2.323e-01 time=2.56s cuda=[alloc=20.02GB reserved=42.73GB max=30.56GB]
step=004103 pass=3/4 win=1/16 local=8/128 lm=2.58964 ppl~13.32 kd=0.7988 pen=4.92357e-03 lambda=5.000e-05 lr=3.844e-05 gnorm=7.000e-01 admm_rms=6.719e-04 upd_rms=2.319e-01 time=3.55s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004104 pass=3/4 win=1/16 local=9/128 lm=2.63785 ppl~13.98 kd=0.7914 pen=4.93441e-03 lambda=5.000e-05 lr=3.843e-05 gnorm=7.000e-01 admm_rms=6.727e-04 upd_rms=2.312e-01 time=2.55s cuda=[alloc=20.02GB reserved=42.73GB max=30.56GB]
step=004105 pass=3/4 win=1/16 local=10/128 lm=2.73224 ppl~15.37 kd=0.8312 pen=4.94496e-03 lambda=5.000e-05 lr=3.843e-05 gnorm=7.000e-01 admm_rms=6.734e-04 upd_rms=2.304e-01 time=3.57s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004106 pass=3/4 win=1/16 local=11/128 lm=2.59975 ppl~13.46 kd=0.8627 pen=4.95539e-03 lambda=5.000e-05 lr=3.842e-05 gnorm=7.000e-01 admm_rms=6.741e-04 upd_rms=2.298e-01 time=2.60s cuda=[alloc=20.02GB reserved=42.73GB max=30.56GB]
step=004107 pass=3/4 win=1/16 local=12/128 lm=2.77046 ppl~15.97 kd=0.8514 pen=4.96552e-03 lambda=5.000e-05 lr=3.841e-05 gnorm=7.000e-01 admm_rms=6.748e-04 upd_rms=2.293e-01 time=3.58s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004108 pass=3/4 win=1/16 local=13/128 lm=2.92088 ppl~18.56 kd=0.8303 pen=4.97542e-03 lambda=5.000e-05 lr=3.840e-05 gnorm=7.000e-01 admm_rms=6.755e-04 upd_rms=2.286e-01 time=2.61s cuda=[alloc=20.02GB reserved=42.73GB max=30.56GB]
step=004109 pass=3/4 win=1/16 local=14/128 lm=2.55999 ppl~12.94 kd=0.8196 pen=4.98549e-03 lambda=5.000e-05 lr=3.840e-05 gnorm=7.000e-01 admm_rms=6.761e-04 upd_rms=2.280e-01 time=3.59s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004110 pass=3/4 win=1/16 local=15/128 lm=2.44772 ppl~11.56 kd=0.7744 pen=4.99547e-03 lambda=5.000e-05 lr=3.839e-05 gnorm=7.000e-01 admm_rms=6.768e-04 upd_rms=2.272e-01 time=2.62s cuda=[alloc=20.02GB reserved=42.73GB max=30.56GB]
step=004111 pass=3/4 win=1/16 local=16/128 lm=2.53940 ppl~12.67 kd=0.8216 pen=5.00572e-03 lambda=5.000e-05 lr=3.838e-05 gnorm=7.000e-01 admm_rms=6.775e-04 upd_rms=2.267e-01 time=3.61s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.0.self_attn.q_proj: kept=2,682,661/16,777,216 sparsity=84.01% target=84.01% u_absmax=2.9043e-03 proj=fisher
    [2/14] model.layers.0.self_attn.k_proj: kept=913,187/4,194,304 sparsity=78.23% target=78.23% u_absmax=1.3079e-03 proj=fisher
    [3/14] model.layers.0.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=1.7348e-03 proj=fisher
    [4/14] model.layers.0.self_attn.o_proj: kept=4,459,167/16,777,216 sparsity=73.42% target=73.42% u_absmax=1.1429e-03 proj=fisher
    [5/14] model.layers.0.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.3184e-03 proj=fisher
    [6/14] model.layers.0.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.3116e-03 proj=fisher
    [7/14] model.layers.0.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=3.9082e-03 proj=fisher
    [8/14] model.layers.1.self_attn.q_proj: kept=3,802,830/16,777,216 sparsity=77.33% target=77.33% u_absmax=1.2120e-03 proj=fisher
    [9/14] model.layers.1.self_attn.k_proj: kept=878,013/4,194,304 sparsity=79.07% target=79.07% u_absmax=1.6118e-03 proj=fisher
    [10/14] model.layers.1.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=2.5163e-03 proj=fisher
    [11/14] model.layers.1.self_attn.o_proj: kept=4,697,620/16,777,216 sparsity=72.00% target=72.00% u_absmax=1.4905e-03 proj=fisher
    [12/14] model.layers.1.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.3258e-03 proj=fisher
    [13/14] model.layers.1.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.3229e-03 proj=fisher
    [14/14] model.layers.1.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=4.1925e-03 proj=fisher
  projection done: sparsity=77.18% mask_drift=7.246% elapsed=41s
  [adaptive_lambda] drift=7.246% > 5.000%; lambda multiplier now 1.150
step=004112 pass=3/4 win=1/16 local=17/128 lm=2.72895 ppl~15.32 kd=0.8310 pen=6.46733e-03 lambda=5.750e-05 lr=3.837e-05 gnorm=7.000e-01 admm_rms=7.181e-04 upd_rms=2.262e-01 time=2.54s cuda=[alloc=20.02GB reserved=40.99GB max=30.56GB]
step=004113 pass=3/4 win=1/16 local=18/128 lm=2.75583 ppl~15.73 kd=0.8432 pen=6.47395e-03 lambda=5.750e-05 lr=3.837e-05 gnorm=7.000e-01 admm_rms=7.185e-04 upd_rms=2.255e-01 time=3.57s cuda=[alloc=20.02GB reserved=28.28GB max=30.56GB]
step=004114 pass=3/4 win=1/16 local=19/128 lm=2.43126 ppl~11.37 kd=0.8176 pen=6.48121e-03 lambda=5.750e-05 lr=3.836e-05 gnorm=7.000e-01 admm_rms=7.189e-04 upd_rms=2.242e-01 time=2.57s cuda=[alloc=20.02GB reserved=44.04GB max=30.56GB]
step=004115 pass=3/4 win=1/16 local=20/128 lm=2.57252 ppl~13.10 kd=0.8324 pen=6.48950e-03 lambda=5.750e-05 lr=3.835e-05 gnorm=7.000e-01 admm_rms=7.193e-04 upd_rms=2.232e-01 time=3.58s cuda=[alloc=20.02GB reserved=28.28GB max=30.56GB]
step=004116 pass=3/4 win=1/16 local=21/128 lm=2.72513 ppl~15.26 kd=0.8083 pen=6.49839e-03 lambda=5.750e-05 lr=3.834e-05 gnorm=7.000e-01 admm_rms=7.198e-04 upd_rms=2.221e-01 time=2.59s cuda=[alloc=20.02GB reserved=44.04GB max=30.56GB]
step=004117 pass=3/4 win=1/16 local=22/128 lm=2.68837 ppl~14.71 kd=0.8406 pen=6.50793e-03 lambda=5.750e-05 lr=3.833e-05 gnorm=7.000e-01 admm_rms=7.204e-04 upd_rms=2.217e-01 time=3.59s cuda=[alloc=20.02GB reserved=28.28GB max=30.56GB]
step=004118 pass=3/4 win=1/16 local=23/128 lm=2.50890 ppl~12.29 kd=0.7672 pen=6.51754e-03 lambda=5.750e-05 lr=3.833e-05 gnorm=7.000e-01 admm_rms=7.209e-04 upd_rms=2.212e-01 time=2.59s cuda=[alloc=20.02GB reserved=44.04GB max=30.56GB]
step=004119 pass=3/4 win=1/16 local=24/128 lm=2.62947 ppl~13.87 kd=0.8115 pen=6.52723e-03 lambda=5.750e-05 lr=3.832e-05 gnorm=7.000e-01 admm_rms=7.214e-04 upd_rms=2.216e-01 time=3.60s cuda=[alloc=20.02GB reserved=28.28GB max=30.56GB]
step=004120 pass=3/4 win=1/16 local=25/128 lm=2.69736 ppl~14.84 kd=0.8575 pen=6.53661e-03 lambda=5.750e-05 lr=3.831e-05 gnorm=7.000e-01 admm_rms=7.220e-04 upd_rms=2.208e-01 time=2.62s cuda=[alloc=20.02GB reserved=44.04GB max=30.56GB]
step=004121 pass=3/4 win=1/16 local=26/128 lm=2.78575 ppl~16.21 kd=0.8782 pen=6.54634e-03 lambda=5.750e-05 lr=3.830e-05 gnorm=7.000e-01 admm_rms=7.225e-04 upd_rms=2.204e-01 time=3.63s cuda=[alloc=20.02GB reserved=28.28GB max=30.56GB]
step=004122 pass=3/4 win=1/16 local=27/128 lm=2.65315 ppl~14.20 kd=0.8314 pen=6.55633e-03 lambda=5.750e-05 lr=3.830e-05 gnorm=7.000e-01 admm_rms=7.230e-04 upd_rms=2.193e-01 time=2.61s cuda=[alloc=20.02GB reserved=44.04GB max=30.56GB]
step=004123 pass=3/4 win=1/16 local=28/128 lm=2.59280 ppl~13.37 kd=0.8917 pen=6.56693e-03 lambda=5.750e-05 lr=3.829e-05 gnorm=7.000e-01 admm_rms=7.236e-04 upd_rms=2.187e-01 time=3.64s cuda=[alloc=20.02GB reserved=28.28GB max=30.56GB]
step=004124 pass=3/4 win=1/16 local=29/128 lm=2.33043 ppl~10.28 kd=0.8014 pen=6.57772e-03 lambda=5.750e-05 lr=3.828e-05 gnorm=7.000e-01 admm_rms=7.242e-04 upd_rms=2.184e-01 time=2.64s cuda=[alloc=20.02GB reserved=44.04GB max=30.56GB]
